"id","k","c1","c2","lt","unitVolume","initialStock"
590,146.4,10.78,299.11,5,0.3446,971
591,42.78,2.92,38.31,3,0.4067,1456
592,35.82,8.36,98.18,4,0.1759,947
593,129.73,7.49,436.48,6,0.286,3150
594,149.53,2.51,172.87,7,0.3303,3808
595,233.57,7.05,315.28,8,0.3308,2033
596,99.2,10.3,457.3,6,0.0299,2190
597,20.13,6.19,53.25,4,2.0428,273
598,72.29,3.92,104.77,8,0.2422,1339
599,401.01,8.71,838.33,5,0.5327,3093
600,181.25,4.33,113.77,7,0.2041,2266
601,109.3,6.14,450.67,4,0.4352,2219
602,33.67,7.42,636.26,6,0.7601,856
603,100.38,9.09,226.97,5,0.3687,1854
604,16.72,3.28,201.01,3,0.1214,548
605,30.52,1.64,81.81,3,0.1601,2725
606,26.4,2.07,141.05,5,0.3965,1631
607,160.86,4.04,212.23,9,0.1736,2222
608,245.64,12.46,916.12,5,0.4805,1969
609,175.65,4.24,231.67,8,0.3662,2300
610,50.53,3.24,97.18,4,0.6608,1136
611,90.52,7.65,376.83,4,0.616,700
612,61.98,13.28,891.93,4,0.9498,749
613,146.31,12.02,525.4,6,0.3685,1267
614,684.89,10.74,199.55,9,0.0589,2522
615,208.15,11.77,64.46,4,0.3315,2758
616,7.99,1.53,29.21,4,1.0647,468
617,37.01,2.84,89.7,4,0.7262,1573
618,229.23,1.71,43.47,10,0.1028,4244
619,58.21,3.58,147.97,4,0.55,2479
620,115.79,12.25,125.55,4,0.6941,762
621,147.85,12.09,736.27,5,0.2154,1792
622,18.31,3.62,68.88,3,0.1305,890
623,378.2,12,184.2,6,0.3948,1525
624,43.29,5.93,125.46,5,0.5492,1135
625,140.16,1.71,28.96,10,0.1312,1701
626,66.74,7.21,223.5,4,0.9685,439
627,59.54,4.6,394.92,6,0.5095,1430
628,54.86,10.42,49.48,4,0.4096,1027
629,39.51,6.27,420.28,4,0.8329,915
630,27.29,5.57,246.82,4,0.9866,674
631,519.03,3.09,76.48,11,0.1007,5956
632,733.3,7.89,41.3,13,0.2116,3259
633,178.61,13.36,1102.34,4,0.3999,1915
634,123.27,3.23,261.51,9,0.0756,2850
635,46.95,3.74,91.67,4,0.565,1333
636,109.03,7.56,150.51,3,0.8556,525
637,29.25,3.37,217.5,4,0.0782,779
638,22.92,6.09,445.18,3,2.4306,251
639,35.75,3.61,280.1,2,0.2528,1287
640,409.81,12.8,786.41,8,0.3773,1829
641,30.36,1.31,46.56,5,0.2864,1633
642,144.45,5.14,50.91,5,0.5781,1100
643,147.84,13.25,567.95,5,0.0611,1223
644,19.49,1.95,130.62,6,0.7845,913
645,88.12,6.32,107.67,5,0.4376,1073
646,30.5,2.38,195.1,4,0.5392,1269
647,318.89,10.08,321.28,10,0.0614,1729
648,327.96,8.32,102.17,7,0.0834,2904
649,105.66,9.39,143.27,4,0.7768,916
650,19.41,3.86,15.58,4,1.0084,360
651,204.66,10.41,379.55,4,0.0524,3152
652,510.69,6.89,551.37,9,0.0966,3595
653,21.04,1.86,13.46,4,0.3313,1434
654,362.97,9.31,53.11,10,0.3785,3716
655,502.6,11.62,280.13,6,0.1002,4295
656,118.89,5.48,274.15,4,0.1737,1082
657,544.93,7.02,80.37,12,0.3095,4389
658,105.76,7.34,85.58,5,0.5978,1392
659,18.6,5.44,48.41,3,1.113,621
660,61.11,3.57,46.53,4,0.2499,1245
661,116.25,8.44,45.06,4,0.2952,1820
662,253.74,12.92,201.87,7,0.6535,499
663,101.5,10.1,812.24,5,0.6645,1623
664,130.05,13.31,375.33,3,0.4891,1795
665,386.61,12.83,111.43,9,0.4341,848
666,135.78,9.61,526.38,5,0.5567,2218
667,59.31,4.02,176.46,5,0.2507,1357
668,141.1,10.65,377.62,6,0.2039,1671
669,95.59,8.34,63.04,6,0.2666,1933
670,55.03,10.84,634.59,3,0.9329,803
671,199.13,4.56,90.53,10,0.4838,2597
672,32.66,6.14,191.33,5,0.446,1026
673,73.99,9.22,260.44,6,0.1136,1591
674,202.49,6.98,559.16,11,0.425,2125
675,321.29,1.7,45.32,15,0.0626,8547
676,113.73,6.69,214.11,4,0.546,1315
677,254.38,12.12,71.58,5,0.0654,1450
678,231.48,6.9,427.35,5,0.5408,1369
679,331.2,7.2,402.5,7,0.203,1495
680,138.97,10.96,258.19,3,1.1948,1736
681,39.03,11.3,268.22,3,0.8515,419
682,55.13,4.3,266.23,4,0.4407,1320
683,66.47,6.71,316.58,4,0.5337,1133
684,22.96,10.02,345.12,3,2.2177,230
685,341.93,4.03,373.67,14,0.1966,4805
686,59.7,13.29,679.4,6,1.0537,575
687,97.38,3.09,25.29,7,0.103,2747
688,42.34,5.98,443.65,3,2.1428,394
689,197.9,13.1,345.98,4,0.3028,1900
690,898.1,4.64,384.15,10,0.1592,4396
691,882.19,8.17,387.74,14,0.1761,4969
692,96.17,10.54,671.03,6,0.4625,1007
693,140.74,9.84,917.7,5,0.284,2676
694,83.94,9.41,160.18,8,0.5652,836
695,265.55,12.41,227.34,5,0.0426,2393
696,55.23,5.59,211.79,4,0.6194,711
697,255.62,11.89,649.89,4,0.5584,1395
698,330.74,6.06,50.55,8,0.2362,3715
699,88.43,6.55,256.78,4,0.0991,1855
700,117.09,6.14,125.49,6,0.1351,2933
701,127.87,13.96,96.2,6,0.1276,989
702,143.07,3.36,224.03,9,0.1882,4014
703,599.3,13.71,358.81,9,0.2056,3888
704,79.13,3.87,21.35,6,0.0968,2602
705,67.01,4.84,85.72,5,0.6862,1940
706,34.04,3.15,251.06,5,0.1791,996
707,81.31,7.1,479.43,6,0.5555,1218
708,353.66,12.84,211.97,7,0.082,980
709,79.97,6.77,508.07,4,0.9097,1204
710,16.37,2.68,85.13,4,0.7837,990
711,786.75,10.43,318.58,13,0.0555,2210
712,53.11,12.41,499.11,5,0.6967,544
713,93.07,6.16,25.04,4,0.4398,974
714,251.12,9.59,340.52,7,0.0538,586
715,125.48,6.76,140.22,5,0.3902,2167
716,34.68,4.68,467.42,3,0.6345,530
717,34.73,3.41,239.62,4,0.4948,1983
718,150.04,9.3,225.85,4,0.6878,1054
719,74.1,6.73,158.26,4,0.8738,742
720,79.93,6.29,56.49,6,0.4247,1653
721,114.66,13.31,174.48,3,0.9588,946
722,85.53,5.45,439,4,0.3076,1217
723,155.23,5.2,57.01,9,0.1064,1361
724,82.6,6.65,356.87,4,0.2256,1429
725,114.23,4.94,218.81,6,0.5235,1970
726,149.6,13.67,322.39,3,1.0088,1022
727,115.81,1.96,143.69,10,0.2565,4134
728,95.74,9.08,36.91,3,0.6988,1543
729,38.29,6.3,47.38,5,1.7467,337
730,104.74,12.23,448.76,4,0.0208,869
731,113.81,8.99,125.69,3,0.6166,1013
732,159.04,7,556.86,3,0.1598,2556
733,21.27,2.34,86.8,4,0.4007,728
734,71.37,3.25,35.23,6,0.1855,3091
735,761.9,10.79,116.1,8,0.2253,5043
736,14.79,2.75,263.93,4,0.5005,1089
737,186.28,13.02,378.65,4,0.1172,1494
738,47.58,3.34,46.17,4,0.6337,2385
739,80.44,8.34,646.93,3,1.0749,1590
740,44.14,9.46,68.87,4,1.9763,493
741,71.6,4.53,334.33,4,0.3143,2282
742,66.34,8.13,254.97,3,0.6848,936
743,57.49,5.67,378.1,4,0.5535,2426
744,103.08,12.44,432.48,5,0.4573,840
745,27.61,4.03,99.08,5,0.8005,754
746,214.33,5.18,143.19,8,0.1003,2420
747,25.22,1.04,64.14,6,0.2685,2566
748,102.13,5.43,93.66,3,0.7153,1408
749,197.16,10.65,617.13,6,0.0103,1367
750,143.02,2.71,134.28,8,0.0956,4305
751,241.8,12.3,81.45,6,0.0772,3164
752,26.23,3.52,338.65,5,0.0447,1235
753,22.58,2.86,13.97,4,0.3448,839
754,162.68,8.81,152.1,4,0.4117,991
755,59.31,8.9,610.02,5,0.2216,1300
756,211.8,12.71,386.14,6,0.3407,2263
757,57.08,7.5,77.52,6,0.5317,708
758,51.71,1.42,132.99,6,0.0149,908
759,204.35,3.31,247.1,5,0.3177,1928
760,50.12,3.48,227.89,3,0.5015,1832
761,131.8,13.26,653.24,6,0.6622,1620
762,52.77,3.31,23.8,3,0.1191,1999
763,28.09,1.2,30.31,8,0.4335,2375
764,178.74,11.62,1012.54,5,0.1271,2031
765,170.19,3.16,68.24,8,0.0985,4871
766,117.62,7.01,597.86,5,0.8659,1423
767,1046.72,6.99,56.16,11,0.0788,3288
768,214.58,10.19,899.84,5,0.2135,3696
769,90.64,7.94,214.96,5,0.3809,1385
770,74.18,4.52,146.34,4,0.2037,1113
771,49.86,4.06,118.22,3,1.1174,1014
772,14.45,11.33,524.32,3,0.2389,103
773,281.66,11.38,657.98,8,0.0704,1594
774,776.89,11.08,308.29,6,0.4476,2373
775,70.25,3.1,95.71,5,0.1767,1275
776,161.9,6.97,30.42,8,0.4484,1108
777,230.52,12.1,202.86,4,0.3193,894
778,265.04,12.99,428.84,4,0.2162,1893
779,332.08,5.7,435.04,6,0.435,2991
780,48.39,3.25,163.53,3,0.4885,1361
781,180.1,10.4,902.01,4,0.1819,1783
782,162.96,9.89,122.41,6,0.4056,1462
783,227.14,9.24,413.53,5,0.3417,2039
784,345.91,7.7,224.14,4,0.0755,2631
785,53.96,3.63,300.27,6,0.2314,2329
786,230.6,5.56,486.84,7,0.2542,1392
787,67.78,5.87,427.32,3,0.2663,1111
788,167.71,2.45,202.19,8,0.1503,2166
789,109.25,6.07,102.9,5,0.3189,809
790,50.97,8.82,402.94,6,0.4627,575
791,82.1,3.93,238.22,4,0.0723,1615
792,236.27,12.35,85.58,4,0.1618,1718
793,34.15,7.29,325.58,3,0.4434,799
794,136.43,10.51,82.93,7,0.4577,897
795,29.21,1.86,27.43,3,0.1582,1799
796,286.72,12.06,258.52,7,0.6004,1017
797,49.27,8.37,494.77,3,0.9197,661
798,70.69,7.09,97.43,4,0.811,435
799,98.21,7.5,443.71,4,0.5811,1015
800,162.93,6.97,359.91,6,0.2447,2157
801,459.18,9.13,382,5,0.451,4192
802,176.56,11.22,342.64,3,0.775,1360
803,22.12,10.2,314.68,4,1.1491,575
804,81.89,7.44,250.56,3,1.1828,652
805,18.93,5.16,490.38,4,1.4688,472
806,107.68,12.89,72.35,5,0.7056,1357
807,523.91,12.09,554.41,7,0.287,1485
808,12.84,1.24,106.86,4,0.5511,1203
809,18.61,5.31,102.6,3,0.7758,646
810,37.89,4.76,255.01,3,0.5983,781
811,237.1,13.43,148.13,5,0.3362,1705
812,392.6,5.74,34.37,12,0.0541,3381
813,50.84,5.78,100.79,4,0.3298,886
814,46.64,4.46,304.06,4,0.663,1141
815,94.3,10.12,267.17,4,0.3144,1561
816,42.9,4.64,383.2,4,0.7563,1167
817,90.27,6.96,259.84,3,0.1923,664
818,336.48,3.72,69.38,8,0.1907,5150
819,86.35,3.29,25.13,6,0.4084,2227
820,345.25,1.99,94.83,13,0.0284,8369
821,249.09,11.34,248.74,4,0.2247,990
822,487.32,11.27,575.89,7,0.5829,1755
823,140.13,12.56,949.56,5,0.6232,950
824,24.19,5.24,453.05,4,1.7437,603
825,86.88,9.63,881.02,6,0.2135,1902
826,118.12,12.15,199.48,4,0.4463,1279
827,94.53,6.89,608.77,3,0.2835,1771
828,168.23,10.21,163.92,4,0.1334,1353
829,69.7,13.74,164.76,6,0.5174,919
830,195.83,9.32,255.7,6,0.1312,3667
831,26.44,6.32,370.17,4,1.7257,713
832,77.59,10.57,282.46,2,0.7785,1023
833,354.63,12.96,1254.21,8,0.3648,1564
834,35.3,6,535.97,4,1.4045,529
835,11.39,1.13,49.3,3,0.8005,731
836,71.37,6.35,169.85,4,0.0598,1365
837,22.99,1.31,52.25,3,0.1574,1176
838,107.39,5.25,90.5,5,0.3857,1663
839,52.64,7.1,348.81,5,0.1499,713
840,345.71,11.65,95.31,7,0.2501,1262
841,27.99,3.71,110.42,5,0.8237,939
842,101.59,12.15,92.96,4,0.525,1069
843,735.45,7.71,746.95,13,0.2991,3229
844,23.46,8.64,840.59,5,1.9346,377
845,77.13,6.69,215.71,4,0.2466,1070
846,105.71,4.94,413.89,6,0.3465,3057
847,61.32,8.06,325.33,3,0.1185,1418
848,106.97,5.36,198.17,5,0.1665,1684
849,126.2,5.45,29.46,5,0.1116,3370
850,17.22,1.24,32.03,4,0.5242,1013
851,163.84,13.7,478.73,6,0.0498,1954
852,24.54,3.03,118.15,5,1.095,1047
853,114.77,8.47,829.97,5,0.0403,1849
854,84.65,9.57,955.16,5,0.058,1307
855,269.99,12.17,1121.43,6,0.286,2178
856,89.11,8.67,538.86,5,0.3632,578
857,206.02,10.74,157.99,4,0.1131,1724
858,78.64,8.73,273.98,4,0.1084,800
859,53.88,5.34,282.98,4,0.8349,782
860,36.09,1.93,47.85,4,0.2381,1470
861,35.79,1.51,91.59,5,0.2899,1503
862,209.01,11.76,521.03,4,0.2628,2605
863,68.56,8.23,597.7,5,0.0625,932
864,143.82,8,66.16,5,0.0492,1574
865,114.41,12.64,285.51,6,0.5256,1210
866,137.76,7.36,30.34,5,0.0521,2452
867,284.53,13.31,938.49,5,0.1998,1872
868,202.76,10.95,378.96,4,0.3632,1200
869,50.92,5.91,25.2,2,1.0101,1011
870,50.44,4.27,83.59,5,0.1872,1181
871,24.7,4.36,37.95,4,0.7498,946
872,51.02,2.11,34.27,5,0.1931,1088
873,12.52,1.21,48.67,5,0.155,1601
874,40.63,7.53,215.03,3,0.6398,1255
875,90.36,5.49,185.45,6,0.2974,2362
876,92.1,12.51,737.36,4,0.644,1640
877,40.24,3.9,188.04,4,0.1642,1743
878,12.87,4.41,293.39,4,1.362,689
879,942.64,5.36,56.98,9,0.081,5763
880,108.55,10.22,485.66,6,0.4082,1098
881,505.53,4.47,172.03,15,0.0401,4169
882,142.01,11.34,80.45,6,0.1814,1664
883,136.27,9.43,218.18,4,0.0216,1310
884,389.58,11.93,563.99,7,0.0647,2453
885,159.79,11.4,842.68,5,0.195,830
886,46.93,5.33,475.3,3,0.4992,521
887,174.47,11.03,152.22,4,0.4665,1643
888,480.97,6.85,170.91,9,0.1014,3913
889,199.03,12.4,635.81,4,0.4727,2386
890,36.07,4.07,59.34,5,0.4543,1029
891,18.84,5.27,24.23,3,0.528,487
892,171.82,7.98,202.4,5,0.3388,1816
893,158.44,8.41,143.22,5,0.3943,1321
894,32.91,4.07,358.64,4,0.3174,1017
895,45.58,3.45,35.37,3,0.8158,1683
896,332.87,13.64,661.03,7,0.1141,1060
897,120.08,5.14,28.42,4,0.771,823
898,18.88,9.41,629.74,3,1.9123,212
899,108.82,6.96,470.32,5,0.2366,1903
900,170.26,13.09,321.29,5,0.3902,1980
901,13.52,1.66,120.21,4,0.2886,735
902,214.7,10.32,55.77,3,0.3897,724
903,30.31,2.23,26.83,9,0.0694,924
904,78.78,4.4,51.37,3,0.7653,1318
905,23.11,5.91,44.48,3,0.3097,709
906,167.85,12.75,1045.95,4,0.273,1584
907,94.62,6.39,233.73,4,0.5544,1339
908,184.77,9.76,958.3,4,0.312,1041
909,28.95,1.59,23.74,5,0.2557,1802
910,99.04,5.4,62.36,7,0.9848,496
911,166.99,10.81,62.04,6,0.5627,1909
912,10.11,1.04,5.87,4,0.1069,608
913,59.81,4.37,132.9,3,0.6003,1634
914,20.02,11.59,923.75,4,0.0999,204
915,27.23,4.16,74.33,5,0.2649,974
916,20.55,2.74,23.48,5,0.1741,583
917,23.21,2.85,46.82,4,0.8997,1027
918,78.53,4.41,19.79,4,0.2492,1953
919,250.84,10.11,69.99,4,0.2919,3286
920,50.25,2.8,72.7,3,0.4037,2075
921,419.63,13.22,535.86,4,0.6761,2598
922,48.09,7.34,155.15,5,0.1758,1668
923,94.39,13.87,407.79,6,0.2493,1424
924,341.16,9.52,854.12,5,0.1668,1562
925,581.29,10.55,892,9,0.711,1721
926,156.81,9.63,286.24,4,0.5236,802
927,42.39,2.84,282.58,5,0.5299,1928
928,132.23,9.82,930.59,4,0.0554,2486
929,253.71,13.48,484.09,5,0.4618,3080
930,557.2,7.61,482.74,14,0.2847,4154
931,68.25,12.6,67.94,6,0.8213,825
932,291.51,8.62,642.78,6,0.4778,1535
933,1122.46,9.9,740.05,11,0.0419,5307
934,363.28,10.3,424.06,6,0.3845,3125
935,36.62,3.19,47.5,4,0.3531,926
936,202.55,13.38,338.26,4,0.5911,1525
937,12.97,1.21,58.14,6,0.176,1556
938,86.97,2.75,93.96,7,0.29,2432
939,93.09,11.01,237.94,3,0.8912,1827
940,90.33,6.82,159.16,7,0.2579,1729
941,306.23,6.54,135.8,6,0.3314,1691
942,205.75,13.62,1236.16,3,0.6912,999
943,57.55,10.97,210.32,3,0.8758,863
944,344.35,6.87,215.6,10,0.5205,2583
945,156.08,11.43,244.1,3,0.7907,1056
946,21.28,2.71,236.29,2,1.0202,1056
947,25.97,7.46,48.69,4,0.7524,419
948,5.5,1.89,176.24,6,1.5487,299
949,118.72,11.49,926.06,4,0.7361,1766
950,46.07,6.08,510.76,3,0.1314,1032
951,8.94,1.14,38.69,6,0.7099,554
952,63.56,7.37,61.43,3,1.5151,616
953,53.62,13.1,1232.28,4,0.4603,315
954,89.04,8.63,703.63,5,0.1614,861
955,278.16,12.99,906.86,5,0.1781,3020
956,36.81,4.1,57.17,3,0.8167,875
957,79.74,6.76,579.54,3,0.0808,649
958,15.63,2.4,138.86,3,0.3086,472
959,39.89,3.33,186.05,4,0.1698,1420
960,435.67,13.83,702.61,6,0.3189,1542
961,18.4,1.09,88.24,4,0.1297,1210
962,30.19,3.88,23.37,4,0.5358,1203
963,42.91,4.18,18.94,5,0.4047,1475
964,235.92,7.68,313.73,11,0.1992,1485
965,82.4,9.27,222.72,5,0.2191,1310
966,26.82,1.14,43.05,5,0.0103,3237
967,24.5,1.43,69.58,5,0.4632,2441
968,12.94,2.68,12.17,4,0.3493,1001
969,247.33,11,267.81,6,0.119,1802
970,33.27,6.17,195.09,4,0.0587,632
971,87.71,5.88,573.61,5,0.2591,1477
972,79.31,6.05,82.78,4,0.6521,1907
973,282.99,10.55,310.29,6,0.4279,1444
974,87.38,4.42,62.99,4,0.5809,2938
975,24.78,4.26,118.29,3,0.3976,557
976,271.38,8.17,81.47,7,0.3548,1542
977,42.39,10.92,85.43,3,0.9737,458
978,72.95,1.58,70.51,5,0.4439,1596
979,39.99,3.43,37.78,4,0.5982,1153
980,20,2.74,64.96,3,0.3525,808
981,183.4,12.81,687.86,5,0.6465,1382
982,64.12,13.45,157.96,4,1.7049,297
983,41.71,5.11,86.62,4,0.8108,942
984,435.26,13.89,709.11,11,0.2541,2132
985,109.44,2.07,166.6,7,0.0413,2149
986,21.36,4.23,92.65,4,0.0541,893
987,89.95,5.28,190.86,6,0.69,1555
988,1750.27,11.46,369.84,8,0.1736,4318
989,43.89,6.78,62.39,4,0.8291,359
990,167.55,11.45,598.84,6,0.2088,1144
991,62.86,7.67,156.84,6,0.5576,765
992,13.18,3.13,136.13,2,1.8992,701
993,145.83,3.56,133.18,5,0.4053,2371
994,169.58,12.07,1056.95,3,0.9462,1080
995,482.36,13.55,142.64,8,0.5083,2197
996,191.49,12.57,652.2,4,0.114,2154
997,55.18,5.86,242.34,3,0.616,1768
998,343.81,5.51,324.1,7,0.1703,3626
999,787.24,13.27,380.41,8,0.0309,6126
1000,179,8.64,584.93,5,0.2862,2477
1001,174.42,5.05,80.48,5,0.4289,3187
1002,202.37,12.68,1115.12,5,0.2184,844
1003,23.04,2.72,45.24,3,0.6729,1094
1004,432.39,5.74,239.49,9,0.0134,2622
1005,39.07,2.43,111.92,6,0.4245,1451
1006,120.76,7.76,79.71,4,0.2551,1563
1007,90.87,6.05,269.78,6,0.4407,2323
1008,457.47,11.64,962.03,5,0.0589,2718
1009,39.3,8.44,38.86,5,0.1078,501
1010,7.53,1.95,43.65,4,1.4798,353
1011,252.46,13.13,440.98,5,0.1621,2323
1012,535.75,9.61,151.04,5,0.034,1684
1013,2.49,1.18,18.37,4,1.377,256
1014,23.48,1.36,6.6,4,0.2087,1027
1015,111.08,11.52,747.36,4,0.2804,1450
1016,77.32,12.97,70.82,3,0.7205,295
1017,22.06,11.42,88.28,4,1.9574,198
1018,320.13,11.84,114.36,7,0.612,1811
1019,133.04,6.92,295.54,4,0.2994,1963
1020,128.06,8.3,35.03,6,0.4783,1525
1021,28.91,3.98,54.46,6,0.8063,756
1022,74.14,7.74,88.46,3,1.13,476
1023,143.91,4.12,42.89,4,0.8193,938
1024,62.26,6.95,676.11,4,0.3946,2150
1025,70.64,5.37,278.59,3,0.1031,1622
1026,58.69,6.36,248.78,4,0.2483,1574
1027,264.86,12.98,902.47,4,0.2261,2034
1028,118.15,6.05,86.95,4,0.3852,1050
1029,53.84,2.83,21.56,5,0.3141,1861
1030,71.31,4.01,191.31,5,0.0316,2872
1031,132.88,12.16,248.83,4,0.5718,1314
1032,34.43,1.71,104.61,7,0.7196,1188
1033,249.88,12.91,120.78,3,0.2043,2506
1034,471.21,10.3,150.79,6,0.0831,3431
1035,121.78,10.09,792.68,4,0.8017,1427
1036,129.74,12.58,160.41,5,0.3513,1429
1037,401.65,10.36,189.29,10,0.2096,3875
1038,50,11.03,375.73,6,1.1993,838
1039,121.03,2.99,193.67,6,0.334,2736
1040,9.62,1.85,99.56,6,0.8955,737
1041,78.1,4.24,179.84,4,0.7241,2619
1042,142.35,6.33,63.41,4,0.0924,2673
1043,56.87,3.67,262.44,6,0.1963,2620
1044,27.59,1.56,9.96,4,0.4571,1678
1045,284.12,7.92,682.21,6,0.3232,2259
1046,45.35,7.34,501.65,6,0.2042,478
1047,49.89,4.29,20.48,4,0.5365,835
1048,887.61,13.49,65.8,8,0.0386,3383
1049,52.51,8.4,701.25,6,0.2528,1232
1050,42.7,4.38,309.79,3,0.1769,1654
1051,286.4,13.96,129.58,4,0.1789,1276
1052,44.69,10.25,174.56,5,0.3819,670
1053,105.99,7.13,51.72,4,0.1687,774
1054,777.59,8.79,86.89,9,0.2429,3263
1055,65.84,3.33,197.16,6,0.0751,1051
1056,12.82,8.75,94.83,3,3.8392,259
1057,78.93,6.32,113.67,6,0.5375,1265
1058,48.98,13.01,765.48,3,1.2835,256
1059,65.51,2.99,47.68,6,0.1907,2078
1060,15.68,7.3,57.34,4,1.7303,335
1061,40.92,7,69.45,4,0.2547,641
1062,40.22,6.21,29.33,4,0.4967,881
1063,131.84,6.53,626.86,4,0.0854,1236
1064,12.8,1.78,56.72,4,1.5442,415
1065,420.74,5.45,387.86,7,0.2362,3545
1066,62.12,11.9,1174.19,3,0.4696,372
1067,145.92,8.93,143.17,4,0.8023,925
1068,436.89,12.33,150.65,5,0.132,2949
1069,155.5,13.56,525.48,3,0.1428,1604
1070,52.39,11.44,431.69,3,0.6123,602
1071,56.38,5.64,121.47,5,0.165,1444
1072,81.81,9.47,667.26,3,0.0603,845
1073,41.45,2.65,162.23,6,0.1172,2149
1074,444.03,8.3,442.29,6,0.0841,3957
1075,14.48,2.17,184.97,4,0.3649,361
1076,240.18,11.23,291.72,6,0.1023,2496
1077,246.74,12.94,361.42,3,0.0545,2282
1078,21.88,9.77,434.25,4,0.1732,565
1079,97.73,5.04,190.6,5,0.1978,3361
1080,72.72,11.71,838.97,3,1.232,427
1081,204.33,5.28,182.52,9,0.2521,1535
1082,41.26,6.35,344.73,4,1.032,676
1083,271.88,8.37,46.49,5,0.1101,2266
1084,208.34,11.85,124.77,3,0.8151,869
1085,28.3,13.57,824.31,4,0.4175,313
1086,10.54,1.2,48.83,5,0.0687,521
1087,46.69,2.81,19.08,6,0.25,1616
1088,1911.12,10.9,324.9,11,0.06,8208
1089,232.82,11.54,977.6,5,0.4255,2799
1090,99.93,9.11,360.66,3,0.3364,2026
1091,340.72,6.13,77.06,7,0.055,3869
1092,125.36,6.73,527.28,4,0.4448,2195
1093,86.87,9.47,91.17,5,0.2723,875
1094,204.83,11.71,234.26,4,0.131,942
1095,28.21,12.69,187.6,4,0.5299,326
1096,441.76,3.24,117.23,11,0.132,7585
1097,140.91,5.67,196,8,0.1636,2418
1098,164.46,11.19,375.46,5,0.5787,2341
1099,170.32,11.08,378.02,3,0.2103,2215
1100,93.54,4.1,139.84,4,0.3082,2244
1101,230.45,3.83,29.12,11,0.3492,2635
1102,21.42,5.05,353.91,4,1.706,263
1103,68.13,3.59,34.67,5,0.2607,1583
1104,213.25,13.54,381.02,6,0.2732,2184
1105,85.9,4.7,92.88,3,0.1048,766
1106,209.17,13.38,127.1,3,0.066,1829
1107,511.36,6.39,131.28,9,0.1381,1388
1108,36.67,3.59,226.48,4,0.363,938
1109,626.41,6.83,202,9,0.0859,3441
1110,35.96,2.78,144.18,4,0.4822,863
1111,85.75,9.3,480.95,4,0.7712,1627
1112,186.35,9.66,200.98,4,0.0649,3429
1113,131.24,7.48,677.69,6,0.3255,1529
1114,42.88,2.9,40.52,4,0.3407,2298
1115,116.17,4.69,127.9,5,0.2858,2305
1116,188.21,13.11,847.07,6,0.2024,1327
1117,62.35,5.73,417.46,5,0.1463,1027
1118,223.86,9.4,114.67,7,0.6669,1277
1119,75.7,9.69,787.05,5,0.3687,991
1120,92.16,10.99,1082.58,4,0.7933,701
1121,78.14,8.04,150.09,4,0.8375,1526
1122,122.52,13.81,606.61,3,0.8943,592
1123,1935.67,13.12,1278.4,11,0.2213,6227
1124,156.69,12.66,441.92,4,0.367,1451
1125,261.39,11.91,683.43,3,0.7016,2883
1126,18.11,1.06,6.59,5,0.0096,2292
1127,733.41,9.15,64.33,9,0.4945,1918
1128,19.17,3.5,23.44,5,0.2194,584
1129,37.69,6.95,80.22,4,0.9582,745
1130,943.43,9.36,301.88,12,0.1911,5740
1131,1259.9,11.29,221.54,11,0.2806,2266
1132,158.64,9.05,215.8,6,0.1512,2998
1133,36.27,7.94,770.12,4,0.3511,1083
1134,24.85,1.9,150.47,3,0.4596,1163
1135,83.49,8.6,607.18,4,1.067,1202
1136,111.01,10.33,199.32,4,0.1791,1525
1137,64.55,3.43,126.77,5,0.141,2320
1138,89.25,4.95,450.05,5,0.0324,2108
1139,57.91,3.97,57.27,3,0.2574,923
1140,90.28,8.4,725.3,4,0.7022,1487
1141,951.51,13.13,850.35,10,0.0875,5333
1142,60.69,2.98,287.66,4,0.5236,1835
1143,642.36,11.28,191.27,8,0.1527,2889
1144,43.71,3.76,120.36,5,0.6075,1748
1145,106.13,8.08,189.53,4,0.5978,2134
1146,151.27,9.36,182.39,4,0.4566,2085
1147,28.03,2.27,22.13,4,0.3735,1360
1148,272.4,9.82,612.18,4,0.2563,2759
1149,395.36,6.71,318.97,12,0.2401,2845
1150,1120.08,13.09,843.16,12,0.1886,5498
1151,26.62,3.61,32.91,4,0.8171,625
1152,87.75,3.87,153.58,6,0.7007,1156
1153,122.05,5.23,268.07,3,0.3483,1876
1154,9.82,1.72,29.2,3,1.1741,852
1155,86.13,5.31,34.65,4,0.3416,1879
1156,191.15,1.53,64.25,10,0.0969,2709
1157,196.95,13.29,81.59,5,0.0524,1329
1158,1005.71,9.39,397.97,9,0.029,1717
1159,1367.62,8.31,342.91,10,0.1999,8182
1160,99.98,4.26,29.02,4,0.5341,1465
1161,872.39,13.76,714.4,7,0.3904,2254
1162,62.51,7.28,193.27,4,1.1712,527
1163,314.63,12.77,1143.7,5,0.3067,2670
1164,147.2,5.15,37.02,7,0.3554,1504
1165,47.02,1.18,90.57,9,0.2685,2048
1166,57.53,1.05,31.05,10,0.1234,2698
1167,35.86,2.54,129.95,3,0.3341,2421
1168,88.23,5.86,91.1,5,0.173,846
1169,211.74,11.69,202.38,4,0.2587,649
1170,590.79,12.32,76.02,6,0.43,1887
1171,100.98,4.26,303.88,7,0.2206,2553
1172,1242.77,6.52,53.49,9,0.1944,3993
1173,55.8,13,268.59,5,0.8525,429
